biomass_id,biomass_name,property,unit,ar_value
1,bark& alder& red,Aluminium (Al),mg/kg (dry),40
1,bark& alder& red,Barium (Ba),mg/kg (dry),120
1,bark& alder& red,Calcium (Ca),mg/kg (dry),14000
1,bark& alder& red,Copper (Cu),mg/kg (dry),6.2
1,bark& alder& red,Iron (Fe),mg/kg (dry),52
1,bark& alder& red,Magnesium (Mg),mg/kg (dry),790
1,bark& alder& red,Manganese (Mn),mg/kg (dry),64
1,bark& alder& red,Phosphorus (P),mg/kg (dry),740
1,bark& alder& red,Silicon (Si),mg/kg (dry),220
2,bark& ash& green,Aluminium (Al),mg/kg (dry),83
2,bark& ash& green,Barium (Ba),mg/kg (dry),86
2,bark& ash& green,Calcium (Ca),mg/kg (dry),18000
2,bark& ash& green,Copper (Cu),mg/kg (dry),83
2,bark& ash& green,Iron (Fe),mg/kg (dry),120
2,bark& ash& green,Magnesium (Mg),mg/kg (dry),1900
2,bark& ash& green,Manganese (Mn),mg/kg (dry),18
2,bark& ash& green,Phosphorus (P),mg/kg (dry),710
2,bark& ash& green,Silicon (Si),mg/kg (dry),560
3,bark& ash& white,Aluminium (Al),mg/kg (dry),160
3,bark& ash& white,Barium (Ba),mg/kg (dry),86
3,bark& ash& white,Calcium (Ca),mg/kg (dry),16000
3,bark& ash& white,Copper (Cu),mg/kg (dry),20
3,bark& ash& white,Iron (Fe),mg/kg (dry),160
3,bark& ash& white,Magnesium (Mg),mg/kg (dry),2000
3,bark& ash& white,Manganese (Mn),mg/kg (dry),14
3,bark& ash& white,Phosphorus (P),mg/kg (dry),830
3,bark& ash& white,Silicon (Si),mg/kg (dry),610
4,bark& aspen& quaking,Aluminium (Al),mg/kg (dry),28
4,bark& aspen& quaking,Barium (Ba),mg/kg (dry),120
4,bark& aspen& quaking,Calcium (Ca),mg/kg (dry),19000
4,bark& aspen& quaking,Copper (Cu),mg/kg (dry),31
4,bark& aspen& quaking,Iron (Fe),mg/kg (dry),52
4,bark& aspen& quaking,Magnesium (Mg),mg/kg (dry),960
4,bark& aspen& quaking,Manganese (Mn),mg/kg (dry),19
4,bark& aspen& quaking,Phosphorus (P),mg/kg (dry),740
4,bark& aspen& quaking,Silicon (Si),mg/kg (dry),150
5,bark& American beech,Aluminium (Al),mg/kg (dry),22
5,bark& American beech,Barium (Ba),mg/kg (dry),330
5,bark& American beech,Calcium (Ca),mg/kg (dry),34000
5,bark& American beech,Copper (Cu),mg/kg (dry),8.7
5,bark& American beech,Iron (Fe),mg/kg (dry),220
5,bark& American beech,Magnesium (Mg),mg/kg (dry),430
5,bark& American beech,Manganese (Mn),mg/kg (dry),290
5,bark& American beech,Phosphorus (P),mg/kg (dry),860
5,bark& American beech,Silicon (Si),mg/kg (dry),5200
6,bark& birch& white,Aluminium (Al),mg/kg (dry),84
6,bark& birch& white,Barium (Ba),mg/kg (dry),220
6,bark& birch& white,Calcium (Ca),mg/kg (dry),7000
6,bark& birch& white,Copper (Cu),mg/kg (dry),5.8
6,bark& birch& white,Iron (Fe),mg/kg (dry),77
6,bark& birch& white,Magnesium (Mg),mg/kg (dry),610
6,bark& birch& white,Manganese (Mn),mg/kg (dry),340
6,bark& birch& white,Silicon (Si),mg/kg (dry),290
7,bark& cottonwood& black (hard wood),Aluminium (Al),mg/kg (dry),72
7,bark& cottonwood& black (hard wood),Barium (Ba),mg/kg (dry),540
7,bark& cottonwood& black (hard wood),Calcium (Ca),mg/kg (dry),11000
7,bark& cottonwood& black (hard wood),Copper (Cu),mg/kg (dry),8.6
7,bark& cottonwood& black (hard wood),Iron (Fe),mg/kg (dry),89
7,bark& cottonwood& black (hard wood),Magnesium (Mg),mg/kg (dry),1400
7,bark& cottonwood& black (hard wood),Manganese (Mn),mg/kg (dry),66
7,bark& cottonwood& black (hard wood),Phosphorus (P),mg/kg (dry),780
7,bark& cottonwood& black (hard wood),Silicon (Si),mg/kg (dry),380
8,bark& cottonwood& eastern (hard wood),Aluminium (Al),mg/kg (dry),260
8,bark& cottonwood& eastern (hard wood),Barium (Ba),mg/kg (dry),13
8,bark& cottonwood& eastern (hard wood),Calcium (Ca),mg/kg (dry),25000
8,bark& cottonwood& eastern (hard wood),Copper (Cu),mg/kg (dry),6.2
8,bark& cottonwood& eastern (hard wood),Iron (Fe),mg/kg (dry),170
8,bark& cottonwood& eastern (hard wood),Magnesium (Mg),mg/kg (dry),960
8,bark& cottonwood& eastern (hard wood),Manganese (Mn),mg/kg (dry),12
8,bark& cottonwood& eastern (hard wood),Silicon (Si),mg/kg (dry),850
9,bark& fir& balsam,Aluminium (Al),mg/kg (dry),240
9,bark& fir& balsam,Barium (Ba),mg/kg (dry),240
9,bark& fir& balsam,Calcium (Ca),mg/kg (dry),9800
9,bark& fir& balsam,Copper (Cu),mg/kg (dry),4.3
9,bark& fir& balsam,Iron (Fe),mg/kg (dry),130
9,bark& fir& balsam,Magnesium (Mg),mg/kg (dry),600
9,bark& fir& balsam,Manganese (Mn),mg/kg (dry),260
9,bark& fir& balsam,Phosphorus (P),mg/kg (dry),600
9,bark& fir& balsam,Silicon (Si),mg/kg (dry),470
10,bark& douglas  fir,Aluminium (Al),mg/kg (dry),240
10,bark& douglas  fir,Barium (Ba),mg/kg (dry),100
10,bark& douglas  fir,Calcium (Ca),mg/kg (dry),2800
10,bark& douglas  fir,Copper (Cu),mg/kg (dry),5.6
10,bark& douglas  fir,Iron (Fe),mg/kg (dry),60
10,bark& douglas  fir,Magnesium (Mg),mg/kg (dry),250
10,bark& douglas  fir,Manganese (Mn),mg/kg (dry),92
10,bark& douglas  fir,Phosphorus (P),mg/kg (dry),220
10,bark& douglas  fir,Silicon (Si),mg/kg (dry),280
11,bark& larch& eastern,Aluminium (Al),mg/kg (dry),56
11,bark& larch& eastern,Barium (Ba),mg/kg (dry),230
11,bark& larch& eastern,Calcium (Ca),mg/kg (dry),16000
11,bark& larch& eastern,Copper (Cu),mg/kg (dry),3.6
11,bark& larch& eastern,Iron (Fe),mg/kg (dry),50
11,bark& larch& eastern,Magnesium (Mg),mg/kg (dry),390
11,bark& larch& eastern,Manganese (Mn),mg/kg (dry),440
11,bark& larch& eastern,Phosphorus (P),mg/kg (dry),380
12,bark& fir& eastern hemlock (soft wood),Aluminium (Al),mg/kg (dry),190
12,bark& fir& eastern hemlock (soft wood),Barium (Ba),mg/kg (dry),32
12,bark& fir& eastern hemlock (soft wood),Calcium (Ca),mg/kg (dry),5400
12,bark& fir& eastern hemlock (soft wood),Copper (Cu),mg/kg (dry),4.1
12,bark& fir& eastern hemlock (soft wood),Iron (Fe),mg/kg (dry),79
12,bark& fir& eastern hemlock (soft wood),Magnesium (Mg),mg/kg (dry),350
12,bark& fir& eastern hemlock (soft wood),Manganese (Mn),mg/kg (dry),150
12,bark& fir& eastern hemlock (soft wood),Phosphorus (P),mg/kg (dry),400
12,bark& fir& eastern hemlock (soft wood),Silicon (Si),mg/kg (dry),560
13,bark& fir& western hemlock (soft wood),Aluminium (Al),mg/kg (dry),210
13,bark& fir& western hemlock (soft wood),Barium (Ba),mg/kg (dry),8.9
13,bark& fir& western hemlock (soft wood),Calcium (Ca),mg/kg (dry),3000
13,bark& fir& western hemlock (soft wood),Copper (Cu),mg/kg (dry),4.6
13,bark& fir& western hemlock (soft wood),Iron (Fe),mg/kg (dry),42
13,bark& fir& western hemlock (soft wood),Magnesium (Mg),mg/kg (dry),400
13,bark& fir& western hemlock (soft wood),Manganese (Mn),mg/kg (dry),300
13,bark& fir& western hemlock (soft wood),Phosphorus (P),mg/kg (dry),440
13,bark& fir& western hemlock (soft wood),Silicon (Si),mg/kg (dry),160
14,bark& hickory& shagbark  (hard wood),Aluminium (Al),mg/kg (dry),92
14,bark& hickory& shagbark  (hard wood),Barium (Ba),mg/kg (dry),100
14,bark& hickory& shagbark  (hard wood),Calcium (Ca),mg/kg (dry),25000
14,bark& hickory& shagbark  (hard wood),Copper (Cu),mg/kg (dry),11
14,bark& hickory& shagbark  (hard wood),Iron (Fe),mg/kg (dry),100
14,bark& hickory& shagbark  (hard wood),Magnesium (Mg),mg/kg (dry),1100
14,bark& hickory& shagbark  (hard wood),Manganese (Mn),mg/kg (dry),100
14,bark& hickory& shagbark  (hard wood),Silicon (Si),mg/kg (dry),350
15,bark& larch& western,Aluminium (Al),mg/kg (dry),200
15,bark& larch& western,Barium (Ba),mg/kg (dry),270
15,bark& larch& western,Calcium (Ca),mg/kg (dry),5900
15,bark& larch& western,Copper (Cu),mg/kg (dry),11
15,bark& larch& western,Iron (Fe),mg/kg (dry),220
15,bark& larch& western,Magnesium (Mg),mg/kg (dry),720
15,bark& larch& western,Manganese (Mn),mg/kg (dry),210
15,bark& larch& western,Phosphorus (P),mg/kg (dry),1000
15,bark& larch& western,Silicon (Si),mg/kg (dry),120
16,bark& maple& red,Aluminium (Al),mg/kg (dry),28
16,bark& maple& red,Barium (Ba),mg/kg (dry),150
16,bark& maple& red,Calcium (Ca),mg/kg (dry),15000
16,bark& maple& red,Copper (Cu),mg/kg (dry),6
16,bark& maple& red,Iron (Fe),mg/kg (dry),84
16,bark& maple& red,Magnesium (Mg),mg/kg (dry),570
16,bark& maple& red,Manganese (Mn),mg/kg (dry),360
16,bark& maple& red,Phosphorus (P),mg/kg (dry),790
16,bark& maple& red,Silicon (Si),mg/kg (dry),1700
17,bark& maple& silver,Aluminium (Al),mg/kg (dry),48
17,bark& maple& silver,Barium (Ba),mg/kg (dry),7.4
17,bark& maple& silver,Calcium (Ca),mg/kg (dry),6000
17,bark& maple& silver,Copper (Cu),mg/kg (dry),5.7
17,bark& maple& silver,Iron (Fe),mg/kg (dry),77
17,bark& maple& silver,Magnesium (Mg),mg/kg (dry),690
17,bark& maple& silver,Manganese (Mn),mg/kg (dry),44
17,bark& maple& silver,Phosphorus (P),mg/kg (dry),690
17,bark& maple& silver,Silicon (Si),mg/kg (dry),850
18,bark& maple& sugar,Aluminium (Al),mg/kg (dry),96
18,bark& maple& sugar,Barium (Ba),mg/kg (dry),280
18,bark& maple& sugar,Calcium (Ca),mg/kg (dry),30000
18,bark& maple& sugar,Copper (Cu),mg/kg (dry),11
18,bark& maple& sugar,Iron (Fe),mg/kg (dry),160
18,bark& maple& sugar,Magnesium (Mg),mg/kg (dry),840
18,bark& maple& sugar,Manganese (Mn),mg/kg (dry),300
18,bark& maple& sugar,Phosphorus (P),mg/kg (dry),430
18,bark& maple& sugar,Silicon (Si),mg/kg (dry),890
19,bark& oak& black,Aluminium (Al),mg/kg (dry),630
19,bark& oak& black,Barium (Ba),mg/kg (dry),210
19,bark& oak& black,Calcium (Ca),mg/kg (dry),28000
19,bark& oak& black,Copper (Cu),mg/kg (dry),7.5
19,bark& oak& black,Iron (Fe),mg/kg (dry),100
19,bark& oak& black,Magnesium (Mg),mg/kg (dry),300
19,bark& oak& black,Manganese (Mn),mg/kg (dry),550
19,bark& oak& black,Phosphorus (P),mg/kg (dry),510
19,bark& oak& black,Silicon (Si),mg/kg (dry),310
20,bark& oak& northern red,Aluminium (Al),mg/kg (dry),110
20,bark& oak& northern red,Barium (Ba),mg/kg (dry),170
20,bark& oak& northern red,Calcium (Ca),mg/kg (dry),22000
20,bark& oak& northern red,Copper (Cu),mg/kg (dry),5.3
20,bark& oak& northern red,Iron (Fe),mg/kg (dry),100
20,bark& oak& northern red,Magnesium (Mg),mg/kg (dry),390
20,bark& oak& northern red,Manganese (Mn),mg/kg (dry),380
20,bark& oak& northern red,Silicon (Si),mg/kg (dry),560
21,bark& oak& northern white,Aluminium (Al),mg/kg (dry),44
21,bark& oak& northern white,Barium (Ba),mg/kg (dry),160
21,bark& oak& northern white,Calcium (Ca),mg/kg (dry),52000
21,bark& oak& northern white,Copper (Cu),mg/kg (dry),37
21,bark& oak& northern white,Iron (Fe),mg/kg (dry),40
21,bark& oak& northern white,Magnesium (Mg),mg/kg (dry),1700
21,bark& oak& northern white,Manganese (Mn),mg/kg (dry),770
21,bark& oak& northern white,Silicon (Si),mg/kg (dry),1400
22,bark& oak& pin,Aluminium (Al),mg/kg (dry),90
22,bark& oak& pin,Barium (Ba),mg/kg (dry),230
22,bark& oak& pin,Calcium (Ca),mg/kg (dry),21000
22,bark& oak& pin,Copper (Cu),mg/kg (dry),9.1
22,bark& oak& pin,Iron (Fe),mg/kg (dry),130
22,bark& oak& pin,Magnesium (Mg),mg/kg (dry),250
22,bark& oak& pin,Manganese (Mn),mg/kg (dry),480
22,bark& oak& pin,Phosphorus (P),mg/kg (dry),600
22,bark& oak& pin,Silicon (Si),mg/kg (dry),460
23,bark& oak& post,Aluminium (Al),mg/kg (dry),31
23,bark& oak& post,Barium (Ba),mg/kg (dry),300
23,bark& oak& post,Calcium (Ca),mg/kg (dry),51000
23,bark& oak& post,Copper (Cu),mg/kg (dry),4.9
23,bark& oak& post,Iron (Fe),mg/kg (dry),35
23,bark& oak& post,Magnesium (Mg),mg/kg (dry),680
23,bark& oak& post,Manganese (Mn),mg/kg (dry),580
23,bark& oak& post,Silicon (Si),mg/kg (dry),100
24,bark& oak& southern red,Aluminium (Al),mg/kg (dry),62
24,bark& oak& southern red,Barium (Ba),mg/kg (dry),260
24,bark& oak& southern red,Calcium (Ca),mg/kg (dry),26000
24,bark& oak& southern red,Copper (Cu),mg/kg (dry),4.8
24,bark& oak& southern red,Iron (Fe),mg/kg (dry),70
24,bark& oak& southern red,Magnesium (Mg),mg/kg (dry),440
24,bark& oak& southern red,Manganese (Mn),mg/kg (dry),840
24,bark& oak& southern red,Phosphorus (P),mg/kg (dry),280
24,bark& oak& southern red,Silicon (Si),mg/kg (dry),660
25,bark& oak& southern white,Aluminium (Al),mg/kg (dry),36
25,bark& oak& southern white,Barium (Ba),mg/kg (dry),240
25,bark& oak& southern white,Calcium (Ca),mg/kg (dry),34000
25,bark& oak& southern white,Copper (Cu),mg/kg (dry),7
25,bark& oak& southern white,Iron (Fe),mg/kg (dry),25
25,bark& oak& southern white,Magnesium (Mg),mg/kg (dry),1300
25,bark& oak& southern white,Manganese (Mn),mg/kg (dry),490
25,bark& oak& southern white,Silicon (Si),mg/kg (dry),2000
26,bark& pine,Moisture content,wt% (ar),0
26,bark& pine,Ash content,wt%,0
26,bark& pine,Carbon,wt%,0
26,bark& pine,Hydrogen,wt%,0
26,bark& pine,Oxygen,wt%,0
26,bark& pine,Nitrogen,wt%,0
26,bark& pine,Net calorific value (LHV),MJ/kg,0
26,bark& pine,Gross calorific value (HHV),MJ/kg,0
26,bark& pine,HHVMilne,MJ/kg,0
28,bark& pine& eastern white,Aluminium (Al),mg/kg (dry),290
28,bark& pine& eastern white,Barium (Ba),mg/kg (dry),6.4
28,bark& pine& eastern white,Calcium (Ca),mg/kg (dry),2200
28,bark& pine& eastern white,Copper (Cu),mg/kg (dry),5.3
28,bark& pine& eastern white,Iron (Fe),mg/kg (dry),61
28,bark& pine& eastern white,Magnesium (Mg),mg/kg (dry),340
28,bark& pine& eastern white,Manganese (Mn),mg/kg (dry),33
28,bark& pine& eastern white,Phosphorus (P),mg/kg (dry),290
28,bark& pine& eastern white,Silicon (Si),mg/kg (dry),800
29,bark& pine& jack,Aluminium (Al),mg/kg (dry),450
29,bark& pine& jack,Barium (Ba),mg/kg (dry),17
29,bark& pine& jack,Calcium (Ca),mg/kg (dry),3200
29,bark& pine& jack,Copper (Cu),mg/kg (dry),2.4
29,bark& pine& jack,Iron (Fe),mg/kg (dry),120
29,bark& pine& jack,Magnesium (Mg),mg/kg (dry),350
29,bark& pine& jack,Manganese (Mn),mg/kg (dry),52
29,bark& pine& jack,Phosphorus (P),mg/kg (dry),240
29,bark& pine& jack,Silicon (Si),mg/kg (dry),660
30,bark& pine& loblolly,Aluminium (Al),mg/kg (dry),230
30,bark& pine& loblolly,Barium (Ba),mg/kg (dry),15
30,bark& pine& loblolly,Calcium (Ca),mg/kg (dry),1800
30,bark& pine& loblolly,Copper (Cu),mg/kg (dry),3.2
30,bark& pine& loblolly,Iron (Fe),mg/kg (dry),56
30,bark& pine& loblolly,Magnesium (Mg),mg/kg (dry),360
30,bark& pine& loblolly,Manganese (Mn),mg/kg (dry),91
30,bark& pine& loblolly,Phosphorus (P),mg/kg (dry),140
30,bark& pine& loblolly,Silicon (Si),mg/kg (dry),420
31,bark& pine& lodgepole,Aluminium (Al),mg/kg (dry),350
31,bark& pine& lodgepole,Barium (Ba),mg/kg (dry),30
31,bark& pine& lodgepole,Calcium (Ca),mg/kg (dry),6500
31,bark& pine& lodgepole,Copper (Cu),mg/kg (dry),6.4
31,bark& pine& lodgepole,Iron (Fe),mg/kg (dry),150
31,bark& pine& lodgepole,Magnesium (Mg),mg/kg (dry),590
31,bark& pine& lodgepole,Manganese (Mn),mg/kg (dry),67
31,bark& pine& lodgepole,Phosphorus (P),mg/kg (dry),325
31,bark& pine& lodgepole,Silicon (Si),mg/kg (dry),750
32,bark& pine& longleaf,Aluminium (Al),mg/kg (dry),320
32,bark& pine& longleaf,Barium (Ba),mg/kg (dry),1.3
32,bark& pine& longleaf,Calcium (Ca),mg/kg (dry),1600
32,bark& pine& longleaf,Copper (Cu),mg/kg (dry),2.6
32,bark& pine& longleaf,Iron (Fe),mg/kg (dry),15
32,bark& pine& longleaf,Magnesium (Mg),mg/kg (dry),200
32,bark& pine& longleaf,Manganese (Mn),mg/kg (dry),14
32,bark& pine& longleaf,Phosphorus (P),mg/kg (dry),120
32,bark& pine& longleaf,Silicon (Si),mg/kg (dry),18
33,bark& pine& ponderosa,Aluminium (Al),mg/kg (dry),140
33,bark& pine& ponderosa,Barium (Ba),mg/kg (dry),12
33,bark& pine& ponderosa,Calcium (Ca),mg/kg (dry),1600
33,bark& pine& ponderosa,Copper (Cu),mg/kg (dry),3.6
33,bark& pine& ponderosa,Iron (Fe),mg/kg (dry),27
33,bark& pine& ponderosa,Magnesium (Mg),mg/kg (dry),300
33,bark& pine& ponderosa,Manganese (Mn),mg/kg (dry),20
33,bark& pine& ponderosa,Phosphorus (P),mg/kg (dry),180
33,bark& pine& ponderosa,Silicon (Si),mg/kg (dry),750
34,bark& pine& red,Aluminium (Al),mg/kg (dry),340
34,bark& pine& red,Barium (Ba),mg/kg (dry),9
34,bark& pine& red,Calcium (Ca),mg/kg (dry),3000
34,bark& pine& red,Copper (Cu),mg/kg (dry),3.1
34,bark& pine& red,Iron (Fe),mg/kg (dry),33
34,bark& pine& red,Magnesium (Mg),mg/kg (dry),500
34,bark& pine& red,Manganese (Mn),mg/kg (dry),48
34,bark& pine& red,Phosphorus (P),mg/kg (dry),230
34,bark& pine& red,Silicon (Si),mg/kg (dry),140
35,bark& pine& shortleaf,Aluminium (Al),mg/kg (dry),880
35,bark& pine& shortleaf,Barium (Ba),mg/kg (dry),30
35,bark& pine& shortleaf,Calcium (Ca),mg/kg (dry),4200
35,bark& pine& shortleaf,Copper (Cu),mg/kg (dry),3.7
35,bark& pine& shortleaf,Iron (Fe),mg/kg (dry),48
35,bark& pine& shortleaf,Magnesium (Mg),mg/kg (dry),240
35,bark& pine& shortleaf,Manganese (Mn),mg/kg (dry),460
35,bark& pine& shortleaf,Phosphorus (P),mg/kg (dry),180
35,bark& pine& shortleaf,Silicon (Si),mg/kg (dry),470
36,bark& pine& slash,Aluminium (Al),mg/kg (dry),370
36,bark& pine& slash,Barium (Ba),mg/kg (dry),7.6
36,bark& pine& slash,Calcium (Ca),mg/kg (dry),1900
36,bark& pine& slash,Copper (Cu),mg/kg (dry),4.4
36,bark& pine& slash,Iron (Fe),mg/kg (dry),26
36,bark& pine& slash,Magnesium (Mg),mg/kg (dry),160
36,bark& pine& slash,Manganese (Mn),mg/kg (dry),9
36,bark& pine& slash,Phosphorus (P),mg/kg (dry),120
36,bark& pine& slash,Silicon (Si),mg/kg (dry),180
37,bark& pine& virginia,Aluminium (Al),mg/kg (dry),320
37,bark& pine& virginia,Barium (Ba),mg/kg (dry),22
37,bark& pine& virginia,Calcium (Ca),mg/kg (dry),6600
37,bark& pine& virginia,Copper (Cu),mg/kg (dry),3.9
37,bark& pine& virginia,Iron (Fe),mg/kg (dry),46
37,bark& pine& virginia,Magnesium (Mg),mg/kg (dry),360
37,bark& pine& virginia,Manganese (Mn),mg/kg (dry),78
37,bark& pine& virginia,Phosphorus (P),mg/kg (dry),250
37,bark& pine& virginia,Silicon (Si),mg/kg (dry),46
38,bark& spruce,Moisture content,wt% (ar),0
38,bark& spruce,Net calorific value (LHV),MJ/kg,0
39,bark& spruce,Moisture content,wt% (ar),0
39,bark& spruce,Ash content,wt%,0
39,bark& spruce,Carbon,wt%,0
39,bark& spruce,Hydrogen,wt%,0
39,bark& spruce,Oxygen,wt%,0
39,bark& spruce,Nitrogen,wt%,0
39,bark& spruce,Sulphur,wt%,0
39,bark& spruce,Chlorine (Cl),mg/kg,0
39,bark& spruce,Net calorific value (LHV),MJ/kg,0
39,bark& spruce,Gross calorific value (HHV),MJ/kg,0
39,bark& spruce,HHVMilne,MJ/kg,0
39,bark& spruce,Cadmium (Cd),mg/kg (dry),1
39,bark& spruce,Copper (Cu),mg/kg (dry),3.1
39,bark& spruce,Mercury (Hg),mg/kg (dry),0
39,bark& spruce,Lead (Pb),mg/kg (dry),2.5
39,bark& spruce,,IDT (initial deformation temperature),0
39,bark& spruce,,SOT (softening or spherical temperature),0
39,bark& spruce,,HT (hemispherical temperature),0
39,bark& spruce,,FT (fluid temperature),0
39,bark& spruce,CO2,wt% (ash),23.4
39,bark& spruce,SO3,wt% (ash),0.94
39,bark& spruce,Cl,wt% (ash),0.03
39,bark& spruce,P2O5,wt% (ash),2.34
39,bark& spruce,SiO2,wt% (ash),2.9
39,bark& spruce,Fe2O3,wt% (ash),0.36
39,bark& spruce,Al2O3,wt% (ash),0.64
39,bark& spruce,CaO,wt% (ash),55.1
39,bark& spruce,MgO,wt% (ash),2.84
39,bark& spruce,Na2O,wt% (ash),0.13
39,bark& spruce,K2O,wt% (ash),6.8
39,bark& spruce,Pb,mg/kg (ash),22
39,bark& spruce,Cd,mg/kg (ash),1.3
39,bark& spruce,Cu,mg/kg (ash),97
39,bark& spruce,Hg,mg/kg (ash),0.2
40,bark& spruce,Moisture content,wt% (ar),0
40,bark& spruce,Ash content,wt%,0
40,bark& spruce,Carbon,wt%,0
40,bark& spruce,Hydrogen,wt%,0
40,bark& spruce,Oxygen,wt%,0
40,bark& spruce,Nitrogen,wt%,0
40,bark& spruce,Sulphur,wt%,0
40,bark& spruce,Chlorine (Cl),mg/kg,0
40,bark& spruce,Net calorific value (LHV),MJ/kg,0
40,bark& spruce,Gross calorific value (HHV),MJ/kg,0
40,bark& spruce,HHVMilne,MJ/kg,0
40,bark& spruce,Cadmium (Cd),mg/kg (dry),1.2
40,bark& spruce,Copper (Cu),mg/kg (dry),6.5
40,bark& spruce,Mercury (Hg),mg/kg (dry),0
40,bark& spruce,Lead (Pb),mg/kg (dry),15.7
41,bark& spruce,Moisture content,wt% (ar),0
41,bark& spruce,Ash content,wt%,0
41,bark& spruce,Carbon,wt%,0
41,bark& spruce,Hydrogen,wt%,0
41,bark& spruce,Oxygen,wt%,0
41,bark& spruce,Nitrogen,wt%,0
41,bark& spruce,Sulphur,wt%,0
41,bark& spruce,Chlorine (Cl),mg/kg,0
41,bark& spruce,Net calorific value (LHV),MJ/kg,0
41,bark& spruce,Gross calorific value (HHV),MJ/kg,0
41,bark& spruce,HHVMilne,MJ/kg,0
41,bark& spruce,Cadmium (Cd),mg/kg (dry),0.3
41,bark& spruce,Copper (Cu),mg/kg (dry),5.7
41,bark& spruce,Mercury (Hg),mg/kg (dry),0
41,bark& spruce,Lead (Pb),mg/kg (dry),41.5
42,bark& spruce& black,Aluminium (Al),mg/kg (dry),130
42,bark& spruce& black,Barium (Ba),mg/kg (dry),120
42,bark& spruce& black,Calcium (Ca),mg/kg (dry),8400
42,bark& spruce& black,Copper (Cu),mg/kg (dry),5.2
42,bark& spruce& black,Iron (Fe),mg/kg (dry),100
42,bark& spruce& black,Magnesium (Mg),mg/kg (dry),520
42,bark& spruce& black,Manganese (Mn),mg/kg (dry),220
42,bark& spruce& black,Phosphorus (P),mg/kg (dry),370
42,bark& spruce& black,Silicon (Si),mg/kg (dry),470
43,bark& spruce& chips,Moisture content,wt% (ar),0
43,bark& spruce& chips,Net calorific value (LHV),MJ/kg,0
44,bark& spruce& Engelmann,Aluminium (Al),mg/kg (dry),120
44,bark& spruce& Engelmann,Barium (Ba),mg/kg (dry),130
44,bark& spruce& Engelmann,Calcium (Ca),mg/kg (dry),7800
44,bark& spruce& Engelmann,Copper (Cu),mg/kg (dry),5.4
44,bark& spruce& Engelmann,Iron (Fe),mg/kg (dry),65
44,bark& spruce& Engelmann,Magnesium (Mg),mg/kg (dry),490
44,bark& spruce& Engelmann,Manganese (Mn),mg/kg (dry),110
44,bark& spruce& Engelmann,Phosphorus (P),mg/kg (dry),440
44,bark& spruce& Engelmann,Silicon (Si),mg/kg (dry),37
45,bark& spruce& white,Aluminium (Al),mg/kg (dry),300
45,bark& spruce& white,Barium (Ba),mg/kg (dry),270
45,bark& spruce& white,Calcium (Ca),mg/kg (dry),12000
45,bark& spruce& white,Copper (Cu),mg/kg (dry),5.4
45,bark& spruce& white,Iron (Fe),mg/kg (dry),120
45,bark& spruce& white,Magnesium (Mg),mg/kg (dry),530
45,bark& spruce& white,Manganese (Mn),mg/kg (dry),320
45,bark& spruce& white,Phosphorus (P),mg/kg (dry),600
45,bark& spruce& white,Silicon (Si),mg/kg (dry),660
46,bark& sweetgum  (hard wood),Aluminium (Al),mg/kg (dry),140
46,bark& sweetgum  (hard wood),Barium (Ba),mg/kg (dry),290
46,bark& sweetgum  (hard wood),Calcium (Ca),mg/kg (dry),38000
46,bark& sweetgum  (hard wood),Copper (Cu),mg/kg (dry),4.5
46,bark& sweetgum  (hard wood),Iron (Fe),mg/kg (dry),120
46,bark& sweetgum  (hard wood),Magnesium (Mg),mg/kg (dry),800
46,bark& sweetgum  (hard wood),Manganese (Mn),mg/kg (dry),540
46,bark& sweetgum  (hard wood),Phosphorus (P),mg/kg (dry),320
46,bark& sweetgum  (hard wood),Silicon (Si),mg/kg (dry),6600
47,bark& sycamore  (hard wood),Aluminium (Al),mg/kg (dry),50
47,bark& sycamore  (hard wood),Barium (Ba),mg/kg (dry),120
47,bark& sycamore  (hard wood),Calcium (Ca),mg/kg (dry),30000
47,bark& sycamore  (hard wood),Copper (Cu),mg/kg (dry),7.8
47,bark& sycamore  (hard wood),Iron (Fe),mg/kg (dry),80
47,bark& sycamore  (hard wood),Magnesium (Mg),mg/kg (dry),1600
47,bark& sycamore  (hard wood),Manganese (Mn),mg/kg (dry),110
47,bark& sycamore  (hard wood),Phosphorus (P),mg/kg (dry),1100
47,bark& sycamore  (hard wood),Silicon (Si),mg/kg (dry),310
48,bark& tupelo& black  (hard wood),Aluminium (Al),mg/kg (dry),200
48,bark& tupelo& black  (hard wood),Barium (Ba),mg/kg (dry),420
48,bark& tupelo& black  (hard wood),Calcium (Ca),mg/kg (dry),29000
48,bark& tupelo& black  (hard wood),Copper (Cu),mg/kg (dry),16
48,bark& tupelo& black  (hard wood),Iron (Fe),mg/kg (dry),160
48,bark& tupelo& black  (hard wood),Magnesium (Mg),mg/kg (dry),1600
48,bark& tupelo& black  (hard wood),Manganese (Mn),mg/kg (dry),440
48,bark& tupelo& black  (hard wood),Silicon (Si),mg/kg (dry),520
49,bark& tupelo& yellow  (hard wood),Aluminium (Al),mg/kg (dry),240
49,bark& tupelo& yellow  (hard wood),Barium (Ba),mg/kg (dry),360
49,bark& tupelo& yellow  (hard wood),Calcium (Ca),mg/kg (dry),10000
49,bark& tupelo& yellow  (hard wood),Copper (Cu),mg/kg (dry),11
