biomass_id,biomass_name,property,unit,ar_value
1253,grape prunings,Oxygen,wt%,0
1253,grape prunings,Nitrogen,wt%,0
1253,grape prunings,Sulphur,wt%,0
1253,grape prunings,Chlorine (Cl),mg/kg,0
1253,grape prunings,Net calorific value (LHV),MJ/kg,0
1253,grape prunings,Gross calorific value (HHV),MJ/kg,0
1253,grape prunings,HHVMilne,MJ/kg,0
1254,grape prunings,Moisture content,wt% (ar),0
1254,grape prunings,Ash content,wt%,0
1254,grape prunings,Volatile matter,wt%,0
1254,grape prunings,Fixed carbon,wt%,0
1254,grape prunings,Gross calorific value (HHV),MJ/kg,0
1255,grape prunings,Moisture content,wt% (ar),0
1255,grape prunings,Ash content,wt%,0
1255,grape prunings,Volatile matter,wt%,0
1255,grape prunings,Fixed carbon,wt%,0
1255,grape prunings,Carbon,wt%,0
1255,grape prunings,Hydrogen,wt%,0
1255,grape prunings,Oxygen,wt%,0
1255,grape prunings,Nitrogen,wt%,0
1255,grape prunings,Sulphur,wt%,0
1255,grape prunings,Chlorine (Cl),mg/kg,0
1255,grape prunings,Net calorific value (LHV),MJ/kg,0
1255,grape prunings,Gross calorific value (HHV),MJ/kg,0
1255,grape prunings,HHVMilne,MJ/kg,0
1256,grape prunings,Moisture content,wt% (ar),0
1256,grape prunings,Ash content,wt%,0
1256,grape prunings,Volatile matter,wt%,0
1256,grape prunings,Fixed carbon,wt%,0
1256,grape prunings,Gross calorific value (HHV),MJ/kg,0
1257,grape prunings,Moisture content,wt% (ar),0
1257,grape prunings,Ash content,wt%,0
1257,grape prunings,Volatile matter,wt%,0
1257,grape prunings,Fixed carbon,wt%,0
1257,grape prunings,Gross calorific value (HHV),MJ/kg,0
1258,grape prunings,Moisture content,wt% (ar),0
1258,grape prunings,Ash content,wt%,0
1258,grape prunings,Volatile matter,wt%,0
1258,grape prunings,Fixed carbon,wt%,0
1258,grape prunings,Carbon,wt%,0
1258,grape prunings,Hydrogen,wt%,0
1258,grape prunings,Oxygen,wt%,0
1258,grape prunings,Nitrogen,wt%,0
1258,grape prunings,Sulphur,wt%,0
1258,grape prunings,Chlorine (Cl),mg/kg,0
1258,grape prunings,Net calorific value (LHV),MJ/kg,0
1258,grape prunings,Gross calorific value (HHV),MJ/kg,0
1258,grape prunings,HHVMilne,MJ/kg,0
1259,grape prunings,Moisture content,wt% (ar),0
1259,grape prunings,Ash content,wt%,0
1259,grape prunings,Volatile matter,wt%,0
1259,grape prunings,Fixed carbon,wt%,0
1259,grape prunings,Gross calorific value (HHV),MJ/kg,0
1260,grape prunings,Moisture content,wt% (ar),0
1260,grape prunings,Ash content,wt%,0
1260,grape prunings,Volatile matter,wt%,0
1260,grape prunings,Fixed carbon,wt%,0
1260,grape prunings,Carbon,wt%,0
1260,grape prunings,Hydrogen,wt%,0
1260,grape prunings,Oxygen,wt%,0
1260,grape prunings,Nitrogen,wt%,0
1260,grape prunings,Sulphur,wt%,0
1260,grape prunings,Chlorine (Cl),mg/kg,0
1260,grape prunings,Net calorific value (LHV),MJ/kg,0
1260,grape prunings,Gross calorific value (HHV),MJ/kg,0
1260,grape prunings,HHVMilne,MJ/kg,0
1261,grape prunings,Moisture content,wt% (ar),0
1261,grape prunings,Ash content,wt%,0
1261,grape prunings,Volatile matter,wt%,0
1261,grape prunings,Fixed carbon,wt%,0
1261,grape prunings,Carbon,wt%,0
1261,grape prunings,Hydrogen,wt%,0
1261,grape prunings,Oxygen,wt%,0
1261,grape prunings,Nitrogen,wt%,0
1261,grape prunings,Sulphur,wt%,0
1261,grape prunings,Chlorine (Cl),mg/kg,0
1261,grape prunings,Net calorific value (LHV),MJ/kg,0
1261,grape prunings,Gross calorific value (HHV),MJ/kg,0
1261,grape prunings,HHVMilne,MJ/kg,0
1262,grape prunings,Moisture content,wt% (ar),0
1262,grape prunings,Ash content,wt%,0
1262,grape prunings,Volatile matter,wt%,0
1262,grape prunings,Fixed carbon,wt%,0
1262,grape prunings,Gross calorific value (HHV),MJ/kg,0
1263,Guayule,Moisture content,wt% (ar),0
1263,Guayule,Ash content,wt%,0
1263,Guayule,Gross calorific value (HHV),MJ/kg,0
1264,100% pure ethanol& theoretical,Moisture content,wt%,0
1264,100% pure ethanol& theoretical,Ash content,wt%,0
1264,100% pure ethanol& theoretical,Carbon,wt%,52.14
1264,100% pure ethanol& theoretical,Hydrogen,wt%,13.13
1264,100% pure ethanol& theoretical,Oxygen,wt%,34.73
1264,100% pure ethanol& theoretical,Net calorific value (LHV),MJ/kg,28.09
1264,100% pure ethanol& theoretical,Gross calorific value (HHV),MJ/kg,30.95
1264,100% pure ethanol& theoretical,HHVMilne,MJ/kg,30.97
1265,proteins& estimated average value,Moisture content,wt%,0
1265,proteins& estimated average value,Ash content,wt%,0
1265,proteins& estimated average value,Carbon,wt%,55.7
1265,proteins& estimated average value,Hydrogen,wt%,6.7
1265,proteins& estimated average value,Oxygen,wt%,18.9
1265,proteins& estimated average value,Nitrogen,wt%,16
1265,proteins& estimated average value,Sulphur,wt%,2.7
1265,proteins& estimated average value,Net calorific value (LHV),MJ/kg,24.2
1265,proteins& estimated average value,Gross calorific value (HHV),MJ/kg,25.4
1265,proteins& estimated average value,HHVMilne,MJ/kg,23.85
1266,fats& estimated average values,Moisture content,wt%,0
1266,fats& estimated average values,Ash content,wt%,0
1266,fats& estimated average values,Carbon,wt%,76
1266,fats& estimated average values,Hydrogen,wt%,12.7
1266,fats& estimated average values,Oxygen,wt%,11.3
1266,fats& estimated average values,Net calorific value (LHV),MJ/kg,37.23
1266,fats& estimated average values,Gross calorific value (HHV),MJ/kg,40
1266,fats& estimated average values,HHVMilne,MJ/kg,41.35
1267,pine sawdust,Moisture content,wt%,6
1267,pine sawdust,Ash content,wt%,0.09
1267,pine sawdust,Volatile matter,wt%,78.11
1267,pine sawdust,Fixed carbon,wt%,15.79
1267,pine sawdust,Carbon,wt%,47.94
1267,pine sawdust,Hydrogen,wt%,5.64
1267,pine sawdust,Oxygen,wt%,40.22
1267,pine sawdust,Nitrogen,wt%,0.09
1267,pine sawdust,Sulphur,wt% (dry),0
1267,pine sawdust,Chlorine (Cl),mg/kg,14.1
1267,pine sawdust,Net calorific value (LHV),MJ/kg,17.71
1267,pine sawdust,Gross calorific value (HHV),MJ/kg,19.09
1267,pine sawdust,HHVMilne,MJ/kg,18.96
1267,pine sawdust,Potassium (K),mg/kg (dry),500
1267,pine sawdust,Sodium (Na),mg/kg (dry),40
1267,pine sawdust,SiO2,wt% (ash),8.3
1267,pine sawdust,Fe2O3,wt% (ash),1.9
1267,pine sawdust,Al2O3,wt% (ash),2.1
1267,pine sawdust,CaO,wt% (ash),42
1267,pine sawdust,MgO,wt% (ash),11.8
1267,pine sawdust,Na2O,wt% (ash),0.24
1267,pine sawdust,K2O,wt% (ash),12.3
1267,pine sawdust,TiO2,wt% (ash),0.12
1268,bark& pine,Moisture content,wt%,5
1268,bark& pine,Ash content,wt%,1.52
1268,bark& pine,Volatile matter,wt%,68.21
1268,bark& pine,Fixed carbon,wt%,25.27
1268,bark& pine,Carbon,wt%,51.21
1268,bark& pine,Hydrogen,wt%,5.51
1268,bark& pine,Oxygen,wt%,36.35
1268,bark& pine,Nitrogen,wt%,0.38
1268,bark& pine,Sulphur,wt%,0.03
1268,bark& pine,Chlorine (Cl),mg/kg,104.5
1268,bark& pine,Net calorific value (LHV),MJ/kg,18.97
1268,bark& pine,Gross calorific value (HHV),MJ/kg,20.3
1268,bark& pine,HHVMilne,MJ/kg,20.32
1268,bark& pine,Potassium (K),mg/kg (dry),1120
1268,bark& pine,Sodium (Na),mg/kg (dry),50
1268,bark& pine,SiO2,wt% (ash),1.3
1268,bark& pine,Fe2O3,wt% (ash),0.3
1268,bark& pine,Al2O3,wt% (ash),5.3
1268,bark& pine,CaO,wt% (ash),40.6
1268,bark& pine,MgO,wt% (ash),4.5
1268,bark& pine,Na2O,wt% (ash),0.4
1268,bark& pine,K2O,wt% (ash),7.6
1268,bark& pine,TiO2,wt% (ash),0.08
1269,wood + bark& pine chips,Moisture content,wt%,6
1269,wood + bark& pine chips,Ash content,wt%,0.38
1269,wood + bark& pine chips,Volatile matter,wt%,76.61
1269,wood + bark& pine chips,Fixed carbon,wt%,17.01
1269,wood + bark& pine chips,Carbon,wt%,47.47
1269,wood + bark& pine chips,Hydrogen,wt%,5.73
1269,wood + bark& pine chips,Oxygen,wt%,40.19
1269,wood + bark& pine chips,Nitrogen,wt%,0.19
1269,wood + bark& pine chips,Sulphur,wt%,0.03
1269,wood + bark& pine chips,Chlorine (Cl),mg/kg,70.5
1269,wood + bark& pine chips,Net calorific value (LHV),MJ/kg,17.62
1269,wood + bark& pine chips,Gross calorific value (HHV),MJ/kg,19.02
1269,wood + bark& pine chips,HHVMilne,MJ/kg,18.92
1269,wood + bark& pine chips,Potassium (K),mg/kg (dry),1060
1269,wood + bark& pine chips,Sodium (Na),mg/kg (dry),30
1270,wood& eucalyptus,Moisture content,wt%,4
1270,wood& eucalyptus,Ash content,wt%,0.77
1270,wood& eucalyptus,Volatile matter,wt%,77.18
1270,wood& eucalyptus,Fixed carbon,wt%,18.05
1270,wood& eucalyptus,Carbon,wt%,49.15
1270,wood& eucalyptus,Hydrogen,wt%,5.76
1270,wood& eucalyptus,Oxygen,wt%,40.02
1270,wood& eucalyptus,Nitrogen,wt%,0.19
1270,wood& eucalyptus,Sulphur,wt%,0.02
1270,wood& eucalyptus,Chlorine (Cl),mg/kg,902.4
1270,wood& eucalyptus,Net calorific value (LHV),MJ/kg,17.66
1270,wood& eucalyptus,Gross calorific value (HHV),MJ/kg,19.02
1270,wood& eucalyptus,HHVMilne,MJ/kg,19.54
1270,wood& eucalyptus,Potassium (K),mg/kg (dry),890
1270,wood& eucalyptus,Sodium (Na),mg/kg (dry),670
1271,wheat straw,Moisture content,wt%,6
1271,wheat straw,Ash content,wt%,5.73
1271,wheat straw,Volatile matter,wt%,71.25
1271,wheat straw,Fixed carbon,wt%,17.01
1271,wheat straw,Carbon,wt%,43.33
1271,wheat straw,Hydrogen,wt%,5.26
1271,wheat straw,Oxygen,wt%,38.85
1271,wheat straw,Nitrogen,wt%,0.47
1271,wheat straw,Sulphur,wt%,0.08
1271,wheat straw,Chlorine (Cl),mg/kg,2716.6
1271,wheat straw,Net calorific value (LHV),MJ/kg,16.02
1271,wheat straw,Gross calorific value (HHV),MJ/kg,17.32
1271,wheat straw,HHVMilne,MJ/kg,16.94
1271,wheat straw,Potassium (K),mg/kg (dry),10910
1271,wheat straw,Sodium (Na),mg/kg (dry),230
1271,wheat straw,SiO2,wt% (ash),58.2
1271,wheat straw,Fe2O3,wt% (ash),0.7
1271,wheat straw,Al2O3,wt% (ash),0.8
1271,wheat straw,CaO,wt% (ash),8.1
1271,wheat straw,MgO,wt% (ash),2
1271,wheat straw,Na2O,wt% (ash),0.5
1271,wheat straw,K2O,wt% (ash),20.2
1271,wheat straw,TiO2,wt% (ash),0.03
1272,coal& Polish bituminous coal,Moisture content,wt%,4
1272,coal& Polish bituminous coal,Ash content,wt%,7.97
1272,coal& Polish bituminous coal,Volatile matter,wt%,30.53
1272,coal& Polish bituminous coal,Fixed carbon,wt%,57.5
1272,coal& Polish bituminous coal,Carbon,wt%,72.48
1272,coal& Polish bituminous coal,Hydrogen,wt%,4.51
1272,coal& Polish bituminous coal,Oxygen,wt%,9.04
1272,coal& Polish bituminous coal,Nitrogen,wt%,1.25
1272,coal& Polish bituminous coal,Sulphur,wt%,0.67
1272,coal& Polish bituminous coal,Chlorine (Cl),mg/kg,729.6
1272,coal& Polish bituminous coal,Net calorific value (LHV),MJ/kg,27.93
1272,coal& Polish bituminous coal,Gross calorific value (HHV),MJ/kg,29.02
1272,coal& Polish bituminous coal,HHVMilne,MJ/kg,29.38
1272,coal& Polish bituminous coal,Potassium (K),mg/kg (dry),1420
1272,coal& Polish bituminous coal,Sodium (Na),mg/kg (dry),450
1272,coal& Polish bituminous coal,SiO2,wt% (ash),42.4
1272,coal& Polish bituminous coal,Fe2O3,wt% (ash),11.3
1272,coal& Polish bituminous coal,Al2O3,wt% (ash),21.7
1272,coal& Polish bituminous coal,CaO,wt% (ash),7
1272,coal& Polish bituminous coal,MgO,wt% (ash),4.2
1272,coal& Polish bituminous coal,Na2O,wt% (ash),0.8
1272,coal& Polish bituminous coal,K2O,wt% (ash),1.7
1272,coal& Polish bituminous coal,TiO2,wt% (ash),1.4
1273,coal& Colombian El Cerajon bituminous coal,Moisture content,wt%,7
1273,coal& Colombian El Cerajon bituminous coal,Ash content,wt%,11.25
1273,coal& Colombian El Cerajon bituminous coal,Volatile matter,wt%,32.27
1273,coal& Colombian El Cerajon bituminous coal,Fixed carbon,wt%,49.48
1273,coal& Colombian El Cerajon bituminous coal,Carbon,wt%,66.87
1273,coal& Colombian El Cerajon bituminous coal,Hydrogen,wt%,4.56
1273,coal& Colombian El Cerajon bituminous coal,Oxygen,wt%,7.99
1273,coal& Colombian El Cerajon bituminous coal,Nitrogen,wt%,1.4
1273,coal& Colombian El Cerajon bituminous coal,Sulphur,wt%,0.93
1273,coal& Colombian El Cerajon bituminous coal,Chlorine (Cl),mg/kg,120.9
1273,coal& Colombian El Cerajon bituminous coal,Net calorific value (LHV),MJ/kg,26.24
1273,coal& Colombian El Cerajon bituminous coal,Gross calorific value (HHV),MJ/kg,27.41
1273,coal& Colombian El Cerajon bituminous coal,HHVMilne,MJ/kg,27.61
1273,coal& Colombian El Cerajon bituminous coal,Potassium (K),mg/kg (dry),2600
1273,coal& Colombian El Cerajon bituminous coal,Sodium (Na),mg/kg (dry),440
1273,coal& Colombian El Cerajon bituminous coal,SiO2,wt% (ash),59.9
1273,coal& Colombian El Cerajon bituminous coal,Fe2O3,wt% (ash),7.9
1273,coal& Colombian El Cerajon bituminous coal,Al2O3,wt% (ash),18.1
1273,coal& Colombian El Cerajon bituminous coal,CaO,wt% (ash),1.8
1273,coal& Colombian El Cerajon bituminous coal,MgO,wt% (ash),1.5
1273,coal& Colombian El Cerajon bituminous coal,Na2O,wt% (ash),0.4
1273,coal& Colombian El Cerajon bituminous coal,K2O,wt% (ash),1.8
1273,coal& Colombian El Cerajon bituminous coal,TiO2,wt% (ash),0.8
1274,coal& Illinois No. 6 bituminous coal,Moisture content,wt%,2
1274,coal& Illinois No. 6 bituminous coal,Ash content,wt%,12.94
1274,coal& Illinois No. 6 bituminous coal,Volatile matter,wt%,33.12
1274,coal& Illinois No. 6 bituminous coal,Fixed carbon,wt%,51.94
1274,coal& Illinois No. 6 bituminous coal,Carbon,wt%,63.31
1274,coal& Illinois No. 6 bituminous coal,Hydrogen,wt%,4.12
1274,coal& Illinois No. 6 bituminous coal,Oxygen,wt%,13.41
1274,coal& Illinois No. 6 bituminous coal,Nitrogen,wt%,1.27
1274,coal& Illinois No. 6 bituminous coal,Sulphur,wt%,2.84
1274,coal& Illinois No. 6 bituminous coal,Chlorine (Cl),mg/kg,1185.8
1274,coal& Illinois No. 6 bituminous coal,Net calorific value (LHV),MJ/kg,24.65
1274,coal& Illinois No. 6 bituminous coal,Gross calorific value (HHV),MJ/kg,25.59
1274,coal& Illinois No. 6 bituminous coal,HHVMilne,MJ/kg,25.29
1274,coal& Illinois No. 6 bituminous coal,Potassium (K),mg/kg (dry),3610
1274,coal& Illinois No. 6 bituminous coal,Sodium (Na),mg/kg (dry),1420
1274,coal& Illinois No. 6 bituminous coal,SiO2,wt% (ash),53.5
1274,coal& Illinois No. 6 bituminous coal,Fe2O3,wt% (ash),12.4
1274,coal& Illinois No. 6 bituminous coal,Al2O3,wt% (ash),16.4
1274,coal& Illinois No. 6 bituminous coal,CaO,wt% (ash),4.6
1274,coal& Illinois No. 6 bituminous coal,MgO,wt% (ash),0.7
1274,coal& Illinois No. 6 bituminous coal,Na2O,wt% (ash),1.2
1274,coal& Illinois No. 6 bituminous coal,K2O,wt% (ash),2.8
1274,coal& Illinois No. 6 bituminous coal,TiO2,wt% (ash),0.8
1275,coal& Iowa Rawhide coal,Moisture content,wt%,17
1275,coal& Iowa Rawhide coal,Ash content,wt%,6.14
1275,coal& Iowa Rawhide coal,Volatile matter,wt%,35.86
1275,coal& Iowa Rawhide coal,Fixed carbon,wt%,41
1275,coal& Iowa Rawhide coal,Carbon,wt%,58.76
1275,coal& Iowa Rawhide coal,Hydrogen,wt%,3.9
1275,coal& Iowa Rawhide coal,Oxygen,wt%,13.2
1275,coal& Iowa Rawhide coal,Nitrogen,wt%,0.58
1275,coal& Iowa Rawhide coal,Sulphur,wt%,0.42
1275,coal& Iowa Rawhide coal,Chlorine (Cl),mg/kg,20.8
1275,coal& Iowa Rawhide coal,Net calorific value (LHV),MJ/kg,21.16
1275,coal& Iowa Rawhide coal,Gross calorific value (HHV),MJ/kg,22.43
1275,coal& Iowa Rawhide coal,HHVMilne,MJ/kg,23.48
1275,coal& Iowa Rawhide coal,Potassium (K),mg/kg (dry),570
1275,coal& Iowa Rawhide coal,Sodium (Na),mg/kg (dry),1140
1275,coal& Iowa Rawhide coal,SiO2,wt% (ash),34.7
1275,coal& Iowa Rawhide coal,Fe2O3,wt% (ash),6.2
1275,coal& Iowa Rawhide coal,Al2O3,wt% (ash),15.1
1275,coal& Iowa Rawhide coal,CaO,wt% (ash),23.2
1275,coal& Iowa Rawhide coal,MgO,wt% (ash),4.6
1275,coal& Iowa Rawhide coal,Na2O,wt% (ash),1.8
1275,coal& Iowa Rawhide coal,K2O,wt% (ash),0.7
1275,coal& Iowa Rawhide coal,TiO2,wt% (ash),1
1276,coal& Rhenish brown coal,Moisture content,wt%,11
1276,coal& Rhenish brown coal,Ash content,wt%,3.83
1276,coal& Rhenish brown coal,Volatile matter,wt%,47.17
1276,coal& Rhenish brown coal,Fixed carbon,wt%,38
1276,coal& Rhenish brown coal,Carbon,wt%,56.78
1276,coal& Rhenish brown coal,Hydrogen,wt%,4.09
1276,coal& Rhenish brown coal,Oxygen,wt%,23.3
1276,coal& Rhenish brown coal,Nitrogen,wt%,0.71
1276,coal& Rhenish brown coal,Sulphur,wt%,0.27
1276,coal& Rhenish brown coal,Chlorine (Cl),mg/kg,222.5
1276,coal& Rhenish brown coal,Net calorific value (LHV),MJ/kg,21.18
1276,coal& Rhenish brown coal,Gross calorific value (HHV),MJ/kg,22.34
1276,coal& Rhenish brown coal,HHVMilne,MJ/kg,21.86
1276,coal& Rhenish brown coal,Potassium (K),mg/kg (dry),140
1276,coal& Rhenish brown coal,Sodium (Na),mg/kg (dry),300
1276,coal& Rhenish brown coal,SiO2,wt% (ash),13.7
1276,coal& Rhenish brown coal,Fe2O3,wt% (ash),21.5
1276,coal& Rhenish brown coal,Al2O3,wt% (ash),6.1
1276,coal& Rhenish brown coal,CaO,wt% (ash),44.8
1276,coal& Rhenish brown coal,MgO,wt% (ash),13.3
1276,coal& Rhenish brown coal,Na2O,wt% (ash),0.7
1276,coal& Rhenish brown coal,K2O,wt% (ash),0.4
1276,coal& Rhenish brown coal,TiO2,wt% (ash),0.3
1277,peat (A)& Young surface peat,Moisture content,wt%,9
1277,peat (A)& Young surface peat,Ash content,wt%,2.46
1277,peat (A)& Young surface peat,Volatile matter,wt%,65.7
1277,peat (A)& Young surface peat,Fixed carbon,wt%,22.84
1277,peat (A)& Young surface peat,Carbon,wt%,46.59
1277,peat (A)& Young surface peat,Hydrogen,wt%,5.1
1277,peat (A)& Young surface peat,Oxygen,wt%,35.93
1277,peat (A)& Young surface peat,Nitrogen,wt%,0.82
1277,peat (A)& Young surface peat,Sulphur,wt%,0.09
1277,peat (A)& Young surface peat,Chlorine (Cl),mg/kg,163.8
1277,peat (A)& Young surface peat,Net calorific value (LHV),MJ/kg,16.62
1277,peat (A)& Young surface peat,Gross calorific value (HHV),MJ/kg,17.95
1277,peat (A)& Young surface peat,HHVMilne,MJ/kg,18.18
1277,peat (A)& Young surface peat,Potassium (K),mg/kg (dry),690
1277,peat (A)& Young surface peat,Sodium (Na),mg/kg (dry),380
1277,peat (A)& Young surface peat,SiO2,wt% (ash),52.4
1277,peat (A)& Young surface peat,Fe2O3,wt% (ash),8.3
1277,peat (A)& Young surface peat,Al2O3,wt% (ash),10.4
1277,peat (A)& Young surface peat,CaO,wt% (ash),10.1
1277,peat (A)& Young surface peat,MgO,wt% (ash),4.3
1277,peat (A)& Young surface peat,Na2O,wt% (ash),1.7
1277,peat (A)& Young surface peat,K2O,wt% (ash),2.9
1277,peat (A)& Young surface peat,TiO2,wt% (ash),0.4
1278,peat (B)& Carex type fuel peat,Moisture content,wt%,15
1278,peat (B)& Carex type fuel peat,Ash content,wt%,3.66
1278,peat (B)& Carex type fuel peat,Volatile matter,wt%,58.06
1278,peat (B)& Carex type fuel peat,Fixed carbon,wt%,23.29
1278,peat (B)& Carex type fuel peat,Carbon,wt%,46.33
1278,peat (B)& Carex type fuel peat,Hydrogen,wt%,4.76
1278,peat (B)& Carex type fuel peat,Oxygen,wt%,28.53
1278,peat (B)& Carex type fuel peat,Nitrogen,wt%,1.53
1278,peat (B)& Carex type fuel peat,Sulphur,wt%,0.17
1278,peat (B)& Carex type fuel peat,Chlorine (Cl),mg/kg,229.5
1278,peat (B)& Carex type fuel peat,Net calorific value (LHV),MJ/kg,17.48
1278,peat (B)& Carex type fuel peat,Gross calorific value (HHV),MJ/kg,18.89
1278,peat (B)& Carex type fuel peat,HHVMilne,MJ/kg,18.44
1278,peat (B)& Carex type fuel peat,Potassium (K),mg/kg (dry),440
1278,peat (B)& Carex type fuel peat,Sodium (Na),mg/kg (dry),330
1278,peat (B)& Carex type fuel peat,SiO2,wt% (ash),43
1278,peat (B)& Carex type fuel peat,Fe2O3,wt% (ash),14.7
1278,peat (B)& Carex type fuel peat,Al2O3,wt% (ash),13.4
1278,peat (B)& Carex type fuel peat,CaO,wt% (ash),17.2
1278,peat (B)& Carex type fuel peat,MgO,wt% (ash),3
1278,peat (B)& Carex type fuel peat,Na2O,wt% (ash),0.9
1278,peat (B)& Carex type fuel peat,K2O,wt% (ash),1.3
1278,peat (B)& Carex type fuel peat,TiO2,wt% (ash),0.4
1279,reed culms + panicles (august),Moisture content,wt% (ar),0
1279,reed culms + panicles (august),Ash content,wt%,0
1280,reed leaves and sheaths (August),Moisture content,wt% (ar),0
1280,reed leaves and sheaths (August),Ash content,wt%,0
1281,reed culms+sheaths+panicles (February),Moisture content,wt% (ar),0
1281,reed culms+sheaths+panicles (February),Ash content,wt%,0
1282,reed (winter),Moisture content,wt%,15.7
1282,reed (winter),Ash content,wt%,3.71
1282,reed (winter),Nitrogen,wt%,0.23
1282,reed (winter),Iron (Fe),mg/kg (dry),80
1282,reed (winter),Potassium (K),mg/kg (dry),780
1282,reed (winter),Manganese (Mn),mg/kg (dry),27
1282,reed (winter),Phosphorus (P),mg/kg (dry),120
1282,reed (winter),SiO2,wt% (ash),86
1283,reed stems (summer),Moisture content,wt% (ar),0
1283,reed stems (summer),Ash content,wt%,0
1283,reed stems (summer),Nitrogen,wt%,0
1283,reed stems (summer),Potassium (K),mg/kg (dry),5490
1283,reed stems (summer),Phosphorus (P),mg/kg (dry),630
1283,reed stems (summer),SiO2,wt% (ash),47
1284,reed leaves (summer),Moisture content,wt% (ar),0
1284,reed leaves (summer),Ash content,wt%,0
1284,reed leaves (summer),Nitrogen,wt%,0
1284,reed leaves (summer),Potassium (K),mg/kg (dry),9710
1284,reed leaves (summer),Phosphorus (P),mg/kg (dry),1690
1284,reed leaves (summer),SiO2,wt% (ash),41
1286,coal& Polish bituminous coal,Moisture content,wt%,3.37
1286,coal& Polish bituminous coal,Ash content,wt%,6.25
1286,coal& Polish bituminous coal,Volatile matter,wt%,26.96
1286,coal& Polish bituminous coal,Fixed carbon,wt%,63.42
1286,coal& Polish bituminous coal,Carbon,wt%,71.02
1286,coal& Polish bituminous coal,Hydrogen,wt%,4.44
1286,coal& Polish bituminous coal,Oxygen,wt%,9.69
1286,coal& Polish bituminous coal,Nitrogen,wt%,1.29
1286,coal& Polish bituminous coal,Chlorine (Cl),mg/kg,686.1
1286,coal& Polish bituminous coal,Fluorine (F),mg/kg,116
1286,coal& Polish bituminous coal,Net calorific value (LHV),MJ/kg,28.03
1286,coal& Polish bituminous coal,Gross calorific value (HHV),MJ/kg,29.09
1286,coal& Polish bituminous coal,HHVMilne,MJ/kg,28.69
1288,pine pyrolysis oil,Moisture content,wt%,18.5
1288,pine pyrolysis oil,Ash content,wt%,0.04
1288,pine pyrolysis oil,Volatile matter,wt%,53.75
1288,pine pyrolysis oil,Fixed carbon,wt%,27.71
1288,pine pyrolysis oil,Carbon,wt%,45.88
1288,pine pyrolysis oil,Hydrogen,wt%,5.3
1288,pine pyrolysis oil,Oxygen,wt%,30.03
1288,pine pyrolysis oil,Nitrogen,wt%,0.24
1288,pine pyrolysis oil,Net calorific value (LHV),MJ/kg,17.09
1288,pine pyrolysis oil,Gross calorific value (HHV),MJ/kg,18.7
1288,pine pyrolysis oil,HHVMilne,MJ/kg,19.02
1289,oak pyrolysis oil,Moisture content,wt%,16.1
1289,oak pyrolysis oil,Ash content,wt%,0.04
1289,oak pyrolysis oil,Volatile matter,wt%,58.52
1289,oak pyrolysis oil,Fixed carbon,wt%,25.34
1289,oak pyrolysis oil,Carbon,wt%,46.65
1289,oak pyrolysis oil,Hydrogen,wt%,4.2
1289,oak pyrolysis oil,Oxygen,wt%,32.93
1289,oak pyrolysis oil,Nitrogen,wt%,0.08
1289,oak pyrolysis oil,Net calorific value (LHV),MJ/kg,17.59
1289,oak pyrolysis oil,Gross calorific value (HHV),MJ/kg,18.9
1289,oak pyrolysis oil,HHVMilne,MJ/kg,17.49
1290,switchgrass pyrolysis oil,Moisture content,wt%,30.2
1290,switchgrass pyrolysis oil,Ash content,wt%,0.01
1290,switchgrass pyrolysis oil,Volatile matter,wt%,42.99
1290,switchgrass pyrolysis oil,Fixed carbon,wt%,26.8
1290,switchgrass pyrolysis oil,Carbon,wt%,48.79
1290,switchgrass pyrolysis oil,Hydrogen,wt%,4.68
1290,switchgrass pyrolysis oil,Oxygen,wt%,15.63
1290,switchgrass pyrolysis oil,Nitrogen,wt%,0.7
1290,switchgrass pyrolysis oil,Net calorific value (LHV),MJ/kg,19.34
1290,switchgrass pyrolysis oil,Gross calorific value (HHV),MJ/kg,21.1
1290,switchgrass pyrolysis oil,HHVMilne,MJ/kg,20.86
1291,poplar pyrolysis oil,Moisture content,wt%,29.7
1291,poplar pyrolysis oil,Ash content,wt%,0
1291,poplar pyrolysis oil,Volatile matter,wt%,45.34
1291,poplar pyrolysis oil,Fixed carbon,wt%,24.95
1291,poplar pyrolysis oil,Carbon,wt%,45.27
1291,poplar pyrolysis oil,Hydrogen,wt%,4.92
1291,poplar pyrolysis oil,Oxygen,wt%,19.89
1291,poplar pyrolysis oil,Nitrogen,wt%,0.21
1291,poplar pyrolysis oil,Net calorific value (LHV),MJ/kg,17.2
1291,poplar pyrolysis oil,Gross calorific value (HHV),MJ/kg,19
1291,poplar pyrolysis oil,HHVMilne,MJ/kg,19.53
1292,poplar pyrolysis oil,Moisture content,wt%,27.2
1292,poplar pyrolysis oil,Ash content,wt%,0
1292,poplar pyrolysis oil,Volatile matter,wt%,49.07
1292,poplar pyrolysis oil,Fixed carbon,wt%,23.73
1292,poplar pyrolysis oil,Carbon,wt%,43.17
1292,poplar pyrolysis oil,Hydrogen,wt%,4.8
1292,poplar pyrolysis oil,Oxygen,wt%,24.69
1292,poplar pyrolysis oil,Nitrogen,wt%,0.14
1292,poplar pyrolysis oil,Net calorific value (LHV),MJ/kg,15.79
1292,poplar pyrolysis oil,Gross calorific value (HHV),MJ/kg,17.5
1292,poplar pyrolysis oil,HHVMilne,MJ/kg,18.09
1293,poplar pyrolysis oil,Moisture content,wt%,20.6
